task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
3758,aapp_competition_test,0,589,7052,1914,D:\PythonProjects\llm_eval\test\aapp_competition_test\3758\3758_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662553-vXytbKZ9AkbMy83Bm6sQ
3347,aapp_competition_test,0,724,4037,1126,D:\PythonProjects\llm_eval\test\aapp_competition_test\3347\3347_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662623-vJaCyk0BT6cSQYgRrsQ0
398,mbpp_test,0,498,1998,890,D:\PythonProjects\llm_eval\test\mbpp_test\398\398_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662648-djoxERehFSCMqwEYcSAO
26,human_eval_test,0,456,18168,17324,D:\PythonProjects\llm_eval\test\human_eval_test\26\26_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662498-98M6DApcfaPlCM8EJObA
807,mbpp_train,0,424,867,690,D:\PythonProjects\llm_eval\test\mbpp_train\807\807_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662661-VTx56oQDbiamw00KtlKc
583,mbpp_validation,0,451,843,596,D:\PythonProjects\llm_eval\test\mbpp_validation\583\583_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662673-iKGNMy0KyWwYxr2AIzXd
3124,aapp_competition_test,0,518,6573,2616,D:\PythonProjects\llm_eval\test\aapp_competition_test\3124\3124_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662606-YSceHoznEKVuPoSKH03x
3482,aapp_competition_test,0,751,5465,1779,D:\PythonProjects\llm_eval\test\aapp_competition_test\3482\3482_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662629-sFOY9c8MIURyruOqRu3m
3035,aapp_competition_test,0,736,2671,1359,D:\PythonProjects\llm_eval\test\aapp_competition_test\3035\3035_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662674-xjU2vdkScBkHW0VBy43S
3474,aapp_competition_test,0,678,21736,20837,D:\PythonProjects\llm_eval\test\aapp_competition_test\3474\3474_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662476-G8OXdYvVSIaRzR7ppCt9
3187,aapp_competition_test,0,691,11585,2297,D:\PythonProjects\llm_eval\test\aapp_competition_test\3187\3187_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662608-5o7FB9mYRsT1otmGjbRX
3119,aapp_competition_test,0,733,30828,29597,D:\PythonProjects\llm_eval\test\aapp_competition_test\3119\3119_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662463-zLstwtTyTGXNwcdLofZp
3517,aapp_competition_test,0,607,43755,41206,D:\PythonProjects\llm_eval\test\aapp_competition_test\3517\3517_gen_0.sv,minimax/minimax-m2:free,,,gen-1762662327-77SHkMkwwk2iIR6X629M
751,mbpp_train,0,433,8740,8624,D:\PythonProjects\llm_eval\test\mbpp_train\751\751_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662674-SMT7Ttowi0ifq2o3o05L
3861,aapp_competition_test,0,595,21285,20379,D:\PythonProjects\llm_eval\test\aapp_competition_test\3861\3861_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662555-txkBfTr6B537ostzVFpE
3121,aapp_competition_test,0,841,3666,1159,D:\PythonProjects\llm_eval\test\aapp_competition_test\3121\3121_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662745-BYp0d8V8JFtXSfqmOzdB
3523,aapp_competition_test,0,665,10240,9402,D:\PythonProjects\llm_eval\test\aapp_competition_test\3523\3523_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662683-YYsfm3LwlJljziIHjazw
3671,aapp_competition_test,0,671,6934,1384,D:\PythonProjects\llm_eval\test\aapp_competition_test\3671\3671_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662688-F7Uw8ID8OzmvRu2bixTl
92,mbpp_test,0,501,937,624,D:\PythonProjects\llm_eval\test\mbpp_test\92\92_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662781-nwDhVoM9Ri6y9GfdRRSc
3334,aapp_competition_test,0,586,2962,1400,D:\PythonProjects\llm_eval\test\aapp_competition_test\3334\3334_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662760-cwNQDXNh2wBmMQ5qf8XW
630,mbpp_train,0,464,1175,918,D:\PythonProjects\llm_eval\test\mbpp_train\630\630_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662782-Xc8OcrI3yIqfcCDDorMf
132,human_eval_test,0,511,1437,758,D:\PythonProjects\llm_eval\test\human_eval_test\132\132_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662783-auBzip7Ar6ViKlVMKQbr
3485,aapp_competition_test,0,841,2770,1148,D:\PythonProjects\llm_eval\test\aapp_competition_test\3485\3485_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662769-X4nrIbED8cyN0XFjwZuB
285,mbpp_test,0,668,2690,1140,D:\PythonProjects\llm_eval\test\mbpp_test\285\285_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662783-trvd6kfjoLMXQJRJyrGl
3506,aapp_competition_test,0,726,3215,1047,D:\PythonProjects\llm_eval\test\aapp_competition_test\3506\3506_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662794-g71JrqIidaNZbqLb8ysr
3759,aapp_competition_test,0,533,20683,20513,D:\PythonProjects\llm_eval\test\aapp_competition_test\3759\3759_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662697-ndA7ZtHFN1rdQ7qsZGjK
3765,aapp_competition_test,0,677,3829,1458,D:\PythonProjects\llm_eval\test\aapp_competition_test\3765\3765_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662808-Uicgk7wUXRpcLWnhgcY5
3126,aapp_competition_test,0,671,3580,1062,D:\PythonProjects\llm_eval\test\aapp_competition_test\3126\3126_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662839-2SwOXomb6ylSaI6C5L7J
3943,aapp_competition_test,0,656,16616,15637,D:\PythonProjects\llm_eval\test\aapp_competition_test\3943\3943_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662732-xIgxspLBx5kgQeEeo5Nz
3190,aapp_competition_test,0,489,17490,15631,D:\PythonProjects\llm_eval\test\aapp_competition_test\3190\3190_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662758-NSw8kbJCVA1V5WzkYDPQ
3193,aapp_competition_test,0,578,3636,1338,D:\PythonProjects\llm_eval\test\aapp_competition_test\3193\3193_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662863-bD7BUngGeVTtIQj2AYmF
3358,aapp_competition_test,0,599,4060,1433,D:\PythonProjects\llm_eval\test\aapp_competition_test\3358\3358_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662868-6WZ0JLpTnb0sm0tDWC5H
478,mbpp_test,0,558,1220,683,D:\PythonProjects\llm_eval\test\mbpp_test\478\478_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662923-5vtvEjwFwmZcBpEMsRIP
765,mbpp_train,0,471,4678,4430,D:\PythonProjects\llm_eval\test\mbpp_train\765\765_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662903-S2BQRwuk4cEPkKeMnpRs
3868,aapp_competition_test,0,768,25096,23902,D:\PythonProjects\llm_eval\test\aapp_competition_test\3868\3868_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662712-NtiWWhnsi2IpAKVFbFNj
3649,aapp_competition_test,0,616,18533,18231,D:\PythonProjects\llm_eval\test\aapp_competition_test\3649\3649_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662795-ma49Wgzf5M8Qh9v48uj4
3947,aapp_competition_test,0,620,13717,12702,D:\PythonProjects\llm_eval\test\aapp_competition_test\3947\3947_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662825-C9jmBVMez5mbqtE0s9fL
596,mbpp_validation,0,409,8520,8643,D:\PythonProjects\llm_eval\test\mbpp_validation\596\596_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662890-8JZueEgfnf6zW1nafpcB
3484,aapp_competition_test,0,691,4566,1631,D:\PythonProjects\llm_eval\test\aapp_competition_test\3484\3484_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662874-XE8Y3hsyoC12wWyOEdQO
3051,aapp_competition_test,0,851,3601,1303,D:\PythonProjects\llm_eval\test\aapp_competition_test\3051\3051_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662943-x8DM1x9WPhOAqMu9o4jw
3673,aapp_competition_test,0,610,4090,875,D:\PythonProjects\llm_eval\test\aapp_competition_test\3673\3673_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662959-VAP4emAkKLRdm5aLMvgU
3191,aapp_competition_test,0,523,1183,859,D:\PythonProjects\llm_eval\test\aapp_competition_test\3191\3191_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662989-puXsflH5u4Jr8f5aTN60
3348,aapp_competition_test,0,509,665,500,D:\PythonProjects\llm_eval\test\aapp_competition_test\3348\3348_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663004-CFLdGfvhiX6Qad7TP1RA
3870,aapp_competition_test,0,720,20094,17726,D:\PythonProjects\llm_eval\test\aapp_competition_test\3870\3870_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662809-fwFIElzcUPNeGWcs3s5K
3487,aapp_competition_test,0,701,3272,1385,D:\PythonProjects\llm_eval\test\aapp_competition_test\3487\3487_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663005-HVEvCMgJBPNVRmEJiCBO
3127,aapp_competition_test,0,636,5003,1747,D:\PythonProjects\llm_eval\test\aapp_competition_test\3127\3127_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662974-3yN6P2fjoz7bIOs1w4gd
3760,aapp_competition_test,0,628,7988,7556,D:\PythonProjects\llm_eval\test\aapp_competition_test\3760\3760_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662963-mycIE7QjBxzLjzXpLW6v
3526,aapp_competition_test,0,579,11636,11061,D:\PythonProjects\llm_eval\test\aapp_competition_test\3526\3526_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662949-O17Ej0wdwZhvMUqq6AUu
310,mbpp_test,0,549,2727,1192,D:\PythonProjects\llm_eval\test\mbpp_test\310\310_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663029-hGGoIrFaLrKMGlc9dHhz
3524,aapp_competition_test,0,637,2323,1169,D:\PythonProjects\llm_eval\test\aapp_competition_test\3524\3524_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663044-7sqWWgKTKJvve57DGjb2
3050,aapp_competition_test,0,815,30263,28869,D:\PythonProjects\llm_eval\test\aapp_competition_test\3050\3050_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662792-c3mmubMIlCUiYC1Yh6TB
3856,aapp_competition_test,0,759,13035,11445,D:\PythonProjects\llm_eval\test\aapp_competition_test\3856\3856_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662967-QTctspY4AKxLw6L9wW8m
3054,aapp_competition_test,0,677,4766,2512,D:\PythonProjects\llm_eval\test\aapp_competition_test\3054\3054_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663037-uZip3MXPdBCUGDSdzYFI
793,mbpp_train,0,557,9355,8866,D:\PythonProjects\llm_eval\test\mbpp_train\793\793_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663012-yusJsXIjkPeaqHPg5YPS
3197,aapp_competition_test,0,554,2561,1124,D:\PythonProjects\llm_eval\test\aapp_competition_test\3197\3197_gen_0.sv,minimax/minimax-m2:free,,,gen-1762663087-6OgMaE7EDtid2zOZLHlF
53,human_eval_test,0,342,834,760,D:\PythonProjects\llm_eval\test\human_eval_test\53\53_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663122-97yqgfcjJQ6x0TTnLtkZ
3355,aapp_competition_test,0,682,2969,941,D:\PythonProjects\llm_eval\test\aapp_competition_test\3355\3355_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663096-6i3iEnHufmLGcVLm9PtJ
3942,aapp_competition_test,0,590,15730,15339,D:\PythonProjects\llm_eval\test\aapp_competition_test\3942\3942_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662974-lw3f6yMlUml4vJANBBPi
3948,aapp_competition_test,0,609,4770,1941,D:\PythonProjects\llm_eval\test\aapp_competition_test\3948\3948_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663079-tCs4SJXBEvOYm1JoCTAe
3678,aapp_competition_test,0,641,7117,1643,D:\PythonProjects\llm_eval\test\aapp_competition_test\3678\3678_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663047-EGhZdxoWlWzmu4L51ss6
725,mbpp_train,0,522,26626,25649,D:\PythonProjects\llm_eval\test\mbpp_train\725\725_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762662918-cDXsKTFrigmCUjPlFSGi
77,mbpp_test,0,419,5360,5120,D:\PythonProjects\llm_eval\test\mbpp_test\77\77_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663133-rm2WiGTjAA3Ot3QmM4SP
3472,aapp_competition_test,0,686,9144,8460,D:\PythonProjects\llm_eval\test\aapp_competition_test\3472\3472_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663107-T6noT0W8YWtpPiD6s85G
155,human_eval_test,0,468,7309,6787,D:\PythonProjects\llm_eval\test\human_eval_test\155\155_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663138-kTo56hRIQKgN50yI6TDa
3682,aapp_competition_test,0,642,3745,1681,D:\PythonProjects\llm_eval\test\aapp_competition_test\3682\3682_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663160-VEQU58wC9DlCAlkWA04a
3525,aapp_competition_test,0,702,5382,1212,D:\PythonProjects\llm_eval\test\aapp_competition_test\3525\3525_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663150-r796H3JrfRmN61TzoDJF
3767,aapp_competition_test,0,614,4136,1776,D:\PythonProjects\llm_eval\test\aapp_competition_test\3767\3767_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663177-gTQqnIoXyLe5p1xBmfTq
3135,aapp_competition_test,0,605,2783,1402,D:\PythonProjects\llm_eval\test\aapp_competition_test\3135\3135_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663210-LhDFAyGwA2g49CY5RpN8
406,mbpp_test,0,389,721,629,D:\PythonProjects\llm_eval\test\mbpp_test\406\406_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663250-3nKxiy869omclYyMZSuh
3950,aapp_competition_test,0,805,4933,1737,D:\PythonProjects\llm_eval\test\aapp_competition_test\3950\3950_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663200-6TiTyfeQrIh7RdWA5N8m
3104,aapp_competition_test,0,537,15838,14828,D:\PythonProjects\llm_eval\test\aapp_competition_test\3104\3104_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663082-bG7yUDObZ1MYKARou4Lf
3871,aapp_competition_test,0,685,20938,20222,D:\PythonProjects\llm_eval\test\aapp_competition_test\3871\3871_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663068-J15j3sEKs9sx16xqCdDP
582,mbpp_validation,0,439,809,700,D:\PythonProjects\llm_eval\test\mbpp_validation\582\582_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663270-uTL2ACncgsHAIK6UczzB
562,mbpp_validation,0,460,1494,1230,D:\PythonProjects\llm_eval\test\mbpp_validation\562\562_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663267-XcahAjpzQC8JXaCg2Tsp
3766,aapp_competition_test,0,611,22923,22402,D:\PythonProjects\llm_eval\test\aapp_competition_test\3766\3766_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663056-o7V5ozquIWQ4kX8jk2yc
3059,aapp_competition_test,0,666,2914,1172,D:\PythonProjects\llm_eval\test\aapp_competition_test\3059\3059_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663273-J2AjzJ75KDqXoV7sdohQ
3764,aapp_competition_test,0,674,1946,331,D:\PythonProjects\llm_eval\test\aapp_competition_test\3764\3764_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663287-SIckgIPY1XzAd1vQfiJt
3530,aapp_competition_test,0,691,3294,1335,D:\PythonProjects\llm_eval\test\aapp_competition_test\3530\3530_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663280-QqrKVzJ3MnNHUmV0f8Rs
3357,aapp_competition_test,0,667,6764,1229,D:\PythonProjects\llm_eval\test\aapp_competition_test\3357\3357_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663232-GnjggO9XDIGfmQNTfZEl
629,mbpp_train,0,447,7721,7749,D:\PythonProjects\llm_eval\test\mbpp_train\629\629_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663260-G33gXTEU0h8xZ7vkRdhL
3877,aapp_competition_test,0,547,16334,16236,D:\PythonProjects\llm_eval\test\aapp_competition_test\3877\3877_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663184-QeBMhKjDxOWeFpInRQZr
3686,aapp_competition_test,0,736,5449,1543,D:\PythonProjects\llm_eval\test\aapp_competition_test\3686\3686_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663284-FIgKo5ASFBqUMt46onCt
3952,aapp_competition_test,0,559,2906,1270,D:\PythonProjects\llm_eval\test\aapp_competition_test\3952\3952_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663317-0dbukNYV0Rvh8nw5YQqm
3493,aapp_competition_test,0,537,2036,1378,D:\PythonProjects\llm_eval\test\aapp_competition_test\3493\3493_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663344-xFwTWwMzXsaGOzOSCrJR
412,mbpp_test,0,403,3757,3685,D:\PythonProjects\llm_eval\test\mbpp_test\412\412_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663361-1Jfa40uTWzsKWW9HIlbD
292,mbpp_test,0,371,147,80,D:\PythonProjects\llm_eval\test\mbpp_test\292\292_gen_0.sv,minimax/minimax-m2:free,,,gen-1762663395-TKieP487tb2vOsmHTjvk
3200,aapp_competition_test,0,623,5753,1675,D:\PythonProjects\llm_eval\test\aapp_competition_test\3200\3200_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663326-uTNC5hSbVTAWSIgeSRim
3491,aapp_competition_test,0,790,18270,15357,D:\PythonProjects\llm_eval\test\aapp_competition_test\3491\3491_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663235-8Z1fip9tWbcDwJH73pdE
3878,aapp_competition_test,0,659,9410,2122,D:\PythonProjects\llm_eval\test\aapp_competition_test\3878\3878_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663313-NcrxVqYpFM0s8JJyAdBf
3529,aapp_competition_test,0,684,3535,1807,D:\PythonProjects\llm_eval\test\aapp_competition_test\3529\3529_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663410-J2sLZAUV7WhQ4lrVMTTx
3359,aapp_competition_test,0,593,13545,12172,D:\PythonProjects\llm_eval\test\aapp_competition_test\3359\3359_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663337-X3vovwRDDnn3MvciAqXe
3061,aapp_competition_test,0,589,6038,1128,D:\PythonProjects\llm_eval\test\aapp_competition_test\3061\3061_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663402-q68oZ4BUAy3O8MgF7boq
3880,aapp_competition_test,0,611,2905,1213,D:\PythonProjects\llm_eval\test\aapp_competition_test\3880\3880_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663457-zqa1tLAJTZExFLazSaw7
3681,aapp_competition_test,0,866,5131,1956,D:\PythonProjects\llm_eval\test\aapp_competition_test\3681\3681_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663433-tMbglmyh45B4HCpSZuqi
3189,aapp_competition_test,0,632,35850,34300,D:\PythonProjects\llm_eval\test\aapp_competition_test\3189\3189_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663211-87O9kyNozWFkqO2v9NzL
134,human_eval_test,0,615,15189,14669,D:\PythonProjects\llm_eval\test\human_eval_test\134\134_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663366-WXbRP9RkMsbYJxmCnL0H
3769,aapp_competition_test,0,575,11325,9927,D:\PythonProjects\llm_eval\test\aapp_competition_test\3769\3769_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663445-NrR4QtbZ3geR9agU0d4L
597,mbpp_validation,0,648,3055,1331,D:\PythonProjects\llm_eval\test\mbpp_validation\597\597_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663524-ZtqeY4ljieQYuYvDdNeZ
3136,aapp_competition_test,0,770,7858,1332,D:\PythonProjects\llm_eval\test\aapp_competition_test\3136\3136_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663491-K4g9RWHcwIOXItZAQDc3
722,mbpp_train,0,522,907,583,D:\PythonProjects\llm_eval\test\mbpp_train\722\722_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663562-Aucr26lCi5iRzGkVIEFW
101,mbpp_test,0,603,23517,22781,D:\PythonProjects\llm_eval\test\mbpp_test\101\101_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663352-9IMZ7drdurYdlNcENGrS
3048,aapp_competition_test,0,562,1354,956,D:\PythonProjects\llm_eval\test\aapp_competition_test\3048\3048_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663573-pSnq3AmTRMCBoNNUr4gG
3489,aapp_competition_test,0,635,8070,1596,D:\PythonProjects\llm_eval\test\aapp_competition_test\3489\3489_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663509-rOBOwuoO0WyaEadZdBiM
3134,aapp_competition_test,0,663,34378,33005,D:\PythonProjects\llm_eval\test\aapp_competition_test\3134\3134_gen_0.sv,minimax/minimax-m2:free,stop,,gen-1762663323-u89v4THCHMCD213nqR1u
