problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob068_countbcd,8,588,2683,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760474426-Q06HaB7BVmMZqv7M4ULV
Prob068_countbcd,7,588,1142,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760474417-ib5IUhHEgSJGbkzd0yj0
Prob068_countbcd,6,588,2805,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760474396-AW0cu05l99JBhCyEePw5
Prob068_countbcd,9,588,2384,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760474447-b2HbRIEYML3DzgQavcyl
Prob030_popcount255,1,516,612,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760474479-6f6qjuy7IcsBwMrhVTmG
Prob030_popcount255,3,516,717,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760474511-ruxvrWZTGoNd6jvMi1bd
Prob030_popcount255,0,516,2137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760474463-B0qZGVyW91W4OMyEJVJv
Prob030_popcount255,2,516,3106,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760474488-T78BTX3qay2TG1dOywgb
Prob030_popcount255,4,516,861,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760474518-sfUoFFMwfOpSYE19REpQ
Prob030_popcount255,5,516,856,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760474525-TBzGK65tFcVWM6XgIObY
Prob030_popcount255,7,516,856,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760474559-bSrvLrPuDqfbsNS2oXJ0
Prob030_popcount255,9,516,793,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760474575-6mJ3Do3wTg8NIro8U5ao
Prob030_popcount255,8,516,734,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760474568-5h2ngVrZLKog0Ix76ok8
Prob030_popcount255,6,516,2288,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760474533-M3FiRs6yO9qubavh0Zl3
Prob131_mt2015_q4,0,874,1484,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760474584-YjU5kZvbvxPzbhV0WC8S
Prob131_mt2015_q4,2,874,1285,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760474623-hEhue2MTejxDUDT9HvBO
Prob131_mt2015_q4,1,874,2779,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760474597-M52udPU3N0GEYa7c1sGW
Prob131_mt2015_q4,4,874,3369,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760474674-prAaf8yeFz2IJGQWA8If
Prob131_mt2015_q4,5,874,2185,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760474707-6ZtVDpAymHINZH6unUIv
Prob131_mt2015_q4,3,874,3788,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760474637-aB1pB9pEtPLeE1riNQZi
Prob131_mt2015_q4,6,874,2025,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760474727-wYzYoRKmzFEXh7NPg7vN
Prob131_mt2015_q4,8,874,6494,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760474760-mYrRbBveIQlfC2ABPJa4
Prob131_mt2015_q4,7,874,1316,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760474748-Z9V6brKeHyaLvLhxOSXY
Prob131_mt2015_q4,9,874,2991,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760474826-xMWtBqeSPVLqknmu5ytp
Prob153_gshare,2,1065,2018,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760474906-lLjxV1D9pEDANxyBY4ED
Prob153_gshare,1,1065,3208,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760474878-NHZVfvsFDEy6tQF8sG6k
Prob153_gshare,0,1065,3149,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760474855-0zxQDwtYqMv0ur8Vfp66
Prob153_gshare,3,1065,2498,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760474935-M0RfBQv6o53lNfrkfEFV
Prob153_gshare,4,1065,3402,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760474959-utV9ZQfsbv2ugsIOU1LQ
Prob153_gshare,5,1065,3028,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760474985-bbJLqwvOU7LbxPia1iFY
Prob153_gshare,8,1065,3048,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760475070-A8uX4oaVPrHTF6iD370Q
Prob153_gshare,6,1065,3392,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760475019-JRtcGxYujhaeHMl4CesV
Prob153_gshare,7,1065,2309,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760475052-L9VId0f9p7VZEDQwWkMT
Prob153_gshare,9,1065,2284,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob153_gshare\Prob153_gshare_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760475093-H5GfBTJW8eNjc6fHUgtN
Prob139_2013_q2bfsm,0,768,3598,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760475112-uNJD5wGXEsNQoPrpianH
Prob139_2013_q2bfsm,1,768,3445,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760475139-qZ15XxevSFaxuWgzmsGO
Prob139_2013_q2bfsm,3,768,2083,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760475199-8fqLoYrzCK2cIx4dkRFv
Prob139_2013_q2bfsm,2,768,3488,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760475171-9lVWOn7vLlld8uWayqzZ
Prob139_2013_q2bfsm,4,768,3831,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760475217-kflG1XHpXyI24PtrhuqI
Prob139_2013_q2bfsm,5,768,2758,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760475250-eOF63brJOSlo8dZZK6oA
Prob139_2013_q2bfsm,8,768,3394,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760475328-iVaHEGrl2MTtvTh7c99X
Prob139_2013_q2bfsm,7,768,2841,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760475310-pinKN78jtP4kODpLox8B
Prob139_2013_q2bfsm,6,768,4531,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760475276-CU2sqRh4ieZhDSEgFhNH
Prob139_2013_q2bfsm,9,768,2122,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob139_2013_q2bfsm\Prob139_2013_q2bfsm_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760475352-nVYzYgY3J7gegt1I2fbl
Prob074_ece241_2014_q4,2,632,886,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760475392-IVptLSx6Hpl6bt2dAY8h
Prob074_ece241_2014_q4,0,632,967,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760475371-FeL1EXZ5d4ibquLmi6zO
Prob074_ece241_2014_q4,4,632,949,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760475415-Ycuy4S7SlBfglHWOcm5Q
Prob074_ece241_2014_q4,3,632,767,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760475399-Sa9tM2f904Y36ivX0s45
Prob074_ece241_2014_q4,1,632,1348,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760475380-ql5PEcJPQQtsamnIpuBq
Prob074_ece241_2014_q4,6,632,1125,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760475429-ivMEdreIr3VNPI3X4sSn
Prob074_ece241_2014_q4,8,632,975,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760475446-BwASWcN80pMIe9AgwMWN
Prob074_ece241_2014_q4,7,632,1213,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760475436-bRiNqaOwWY5eZ3AOeHur
Prob074_ece241_2014_q4,9,632,742,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760475453-9TwF6Maj1BKnjkH4bkRU
Prob074_ece241_2014_q4,5,632,484,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob074_ece241_2014_q4\Prob074_ece241_2014_q4_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760475424-kuwSygwMsdwRezApcAZo
Prob138_2012_q2fsm,4,692,756,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760475501-7PvA7GOPHDW0Ws8zpO2l
Prob138_2012_q2fsm,5,692,1139,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760475511-XTyEDNv7nnjb15z8mCAf
Prob138_2012_q2fsm,1,692,928,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760475473-S8c9lOeTVVrKUgZtvRjW
Prob138_2012_q2fsm,3,692,715,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760475489-vHsGgj28gzSsbMoEHac7
Prob138_2012_q2fsm,2,692,631,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760475484-Fi7RP8jUx8On64bb6vkU
Prob138_2012_q2fsm,0,692,1237,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760475462-vwRsp0CNh9MQtzhTAP07
Prob138_2012_q2fsm,6,692,479,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760475518-e8WBaExPc90bfbHQiHra
Prob138_2012_q2fsm,9,692,935,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760475553-l1qfmlYMZH120aIKkcQT
Prob138_2012_q2fsm,8,692,668,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760475534-NYdH8E9Yzxl64uOXfiWZ
Prob138_2012_q2fsm,7,692,1111,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob138_2012_q2fsm\Prob138_2012_q2fsm_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760475522-sFjJipJvBoGhf0vlNW4X
Prob014_andgate,1,488,280,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760475567-dOObDuf56VVhCsB3PNL7
Prob014_andgate,0,488,316,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760475563-yiZW5Q1cjmKTB5zA4dps
Prob014_andgate,2,488,296,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760475570-x6CkpClOKHTsK5xGltnV
Prob014_andgate,4,488,491,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760475577-LdGOpcSSDB58p6I5CJjT
Prob014_andgate,3,488,361,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760475573-YJJ0wVlYKJL5t6heN7k0
Prob014_andgate,5,488,357,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760475581-ntxxHWA8gjKR3Gy1YnHR
Prob014_andgate,6,488,394,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760475585-SZV5DCtIAoovxs3WSDRq
Prob014_andgate,7,488,418,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760475591-tjpHVBStdlejdDAwXp29
Prob014_andgate,8,488,492,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760475598-xukiIGUIeI5tFogMVnaT
Prob014_andgate,9,488,286,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob014_andgate\Prob014_andgate_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760475603-cPacWld4WQIRYY85IWLi
Prob120_fsm3s,0,602,1310,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob120_fsm3s\Prob120_fsm3s_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760475606-2NDffXzh3NQ1du5BSxoh
Prob120_fsm3s,1,602,1092,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob120_fsm3s\Prob120_fsm3s_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760475620-M6mt0SgVSUTGKvpmR1J8
Prob120_fsm3s,3,602,805,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob120_fsm3s\Prob120_fsm3s_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760475638-sIWJBYM8quNlfdvZmkIK
Prob120_fsm3s,2,602,601,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob120_fsm3s\Prob120_fsm3s_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760475632-wjmJiybse1ZvRviFzOeL
Prob120_fsm3s,4,602,704,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob120_fsm3s\Prob120_fsm3s_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760475647-FtfMFWstZYwpMECvZYUm
