problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob002_m2014_q4i,0,959,334,307,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392884-8MWX4Ha0YKybx36SQRgz
Prob002_m2014_q4i,2,959,351,324,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392905-gTCZuhxf5ChmooqPhvTn
Prob002_m2014_q4i,1,959,198,171,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392896-DYkEHYHwrQK4TSD060A2
Prob002_m2014_q4i,3,959,315,288,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392916-dXBLSnBYKWTBEslkzPcL
Prob002_m2014_q4i,5,959,365,338,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392937-hh4BIHSJDQcSut0qL56a
Prob002_m2014_q4i,6,959,366,339,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392950-oAMWhhUe8KD8rr1yQdCU
Prob002_m2014_q4i,4,959,260,233,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392927-euZoengtJ1Xzxm219VCh
Prob002_m2014_q4i,7,959,222,195,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392959-JkAEFBfE1Kk4jAe1vjhX
Prob002_m2014_q4i,9,959,377,350,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392978-rnpFYJQdGXeXuVJaGlzR
Prob002_m2014_q4i,8,959,408,381,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392965-LLd4v8hqTF0b94fdyrjO
Prob039_always_if,1,1034,1442,1328,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393033-VTn9OjDvZSpLazjQt3C4
Prob039_always_if,2,1034,1416,1302,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393067-cxRsDEXQWvfoHjsN1YrO
Prob039_always_if,3,1034,1520,1406,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393100-uGgEq7nHQUklwfwCMkPX
Prob039_always_if,0,1034,1703,1590,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760392991-TiIRsqEa8CwxE1u9SKlA
Prob039_always_if,4,1034,1703,1586,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393136-D1PXTZFkEcMhre3Kcolz
Prob039_always_if,5,1034,2010,1902,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393179-OcF5VCQDqn1UcSGnatju
Prob039_always_if,7,1034,1197,1080,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393260-jgUJUhA2cZihSoEgUme0
Prob039_always_if,6,1034,1156,1042,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393231-I22nMYxhAS580uMDYqPt
Prob039_always_if,8,1034,903,786,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393287-SXfJyN9JCapDxqRlHIzF
Prob039_always_if,9,1034,1918,1804,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393337-QEzYkhc1fbqh98ckFvee
Prob022_mux2to1,1,996,785,733,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393425-QekL6t47xN85Niy2lV9s
Prob022_mux2to1,0,996,1309,1249,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393383-0sFtNSUk5SRu94nVcbm0
Prob022_mux2to1,2,996,2233,2180,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393446-bdOyFHuf89HnZ3BFOuNK
Prob022_mux2to1,3,996,2810,2771,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393502-ZQzIZ31j3OdEJG2HIJGt
Prob022_mux2to1,4,996,1191,1154,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393565-xqdC2sIVOv2RfUJhoGDn
Prob022_mux2to1,7,996,976,925,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393671-0zl0F8lgnOdR62LVJY1c
Prob022_mux2to1,6,996,2045,1989,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393620-WiJbNBY1O2FibKixfCe2
Prob022_mux2to1,5,996,941,893,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393595-5VrT3sxERrb8o8Mk0lFv
Prob022_mux2to1,8,996,2562,2518,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393697-unbaPIQsMN8zJX8ord8d
Prob022_mux2to1,9,996,2083,2046,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393763-vfg6KmaVYLFLHWEUkpHA
Prob121_2014_q3bfsm,0,1111,2238,1895,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393818-XO5Hd7eS0vVGijkZiPEd
Prob121_2014_q3bfsm,1,1111,2516,2189,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393863-bPa4Vt7JFELFu1uZZuuZ
Prob121_2014_q3bfsm,3,1111,2293,2022,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393954-yMzOpKAl0xC6oleRJj27
Prob121_2014_q3bfsm,4,1111,1879,1566,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394008-NrE72ZgW9JvYco7JPqPY
Prob121_2014_q3bfsm,5,1111,2175,1852,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394050-Hn3NporFQPViyJEHPKQI
Prob121_2014_q3bfsm,9,1111,2661,2392,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394208-bzXOFRtMNAeGEKsRotAv
Prob121_2014_q3bfsm,6,1111,2531,2199,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394099-w9hGltUMpUSilAo59Abq
Prob121_2014_q3bfsm,2,1111,1750,1486,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760393915-HAefXaAnf26KOJvcM3YH
Prob121_2014_q3bfsm,7,1111,2348,2100,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394154-ivqvVkNjLTPIFKr0QXYW
Prob121_2014_q3bfsm,8,1111,1479,1210,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394267-WXWlmOvQpBnzCZM4XBpu
Prob017_mux2to1v,2,1002,2395,2344,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394353-DBbiO8N5rbqdnrGs4LmT
Prob017_mux2to1v,0,1002,1195,1129,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394301-B5QisJzBtYx7A4qVXbw9
Prob017_mux2to1v,1,1002,849,786,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394332-GX1KMEBCtATllqO6fv9g
Prob017_mux2to1v,3,1002,1571,1505,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394413-g6IcolrsaqS5uUeWuxfs
Prob017_mux2to1v,4,1002,4320,4258,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394454-nWvtJcaIcP7C8Q3o6poi
Prob017_mux2to1v,5,1002,666,600,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394561-DMpJf4C8EOIP6PqVIs34
Prob017_mux2to1v,6,1002,2482,2431,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394581-hqaZVl2MqykTjCVuivny
Prob017_mux2to1v,7,1002,2979,2915,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394648-Qp3nr4lRbl7sd9IWNCYx
Prob017_mux2to1v,8,1002,1063,1001,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394723-pN4kD1Ds7FavlvDs7RV3
Prob017_mux2to1v,9,1002,644,581,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394752-W7K4UEyNBkyU8HHLivGU
Prob144_conwaylife,0,1323,3255,2791,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394771-eaPeVCoolwY0GOK37TPK
Prob144_conwaylife,2,1323,3809,3369,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394932-rjVUojOIG4f7sVZkUu9R
Prob144_conwaylife,1,1323,4667,4354,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760394840-Hl8QIuAnEPqVOn81eyhx
Prob144_conwaylife,3,1323,3251,2823,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395013-hUmKruhfHZq7Y6a5X4bu
Prob144_conwaylife,4,1323,4139,3775,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395087-6uSpKpbLVwToCw7N0yQb
Prob144_conwaylife,5,1323,2743,2407,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395174-AcRKvFs9xhD70pLfE3Lq
Prob144_conwaylife,6,1323,4403,4009,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395230-nB7oxLoyhmJrXNzmp9Np
Prob144_conwaylife,7,1323,2640,2341,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395328-VC4EEZXOxQQhCufIaAAq
Prob144_conwaylife,8,1323,4655,4322,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395389-S4On9FtzXVpvOdCFfdNo
Prob144_conwaylife,9,1323,4427,3995,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395494-vP9n4ZwEvmqdJmu709gc
Prob056_ece241_2013_q7,0,1043,1383,1272,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395604-Rqw5wNKFcLSwcSvH4UVT
Prob056_ece241_2013_q7,1,1043,2117,2016,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395639-R9br0mtj1ZIqUlzzApcM
Prob056_ece241_2013_q7,2,1043,3293,3244,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395693-FgZvNbSY3UXL4viOcHiF
Prob056_ece241_2013_q7,4,1043,1349,1234,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395815-xT54SveqNilay5atmuCZ
Prob056_ece241_2013_q7,5,1043,713,602,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395851-AceXqCHNbdXWBw6BkUUn
Prob056_ece241_2013_q7,3,1043,2023,1925,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395766-cmCbkD1dtcj6PTpYrTBK
Prob056_ece241_2013_q7,6,1043,1039,928,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395872-LoH4WCKTj2z1nQXg8CUj
Prob056_ece241_2013_q7,7,1043,1464,1364,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395903-m8XVjfThEtHwbPWdhlpR
Prob056_ece241_2013_q7,9,1043,738,628,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395957-GK1dg2zU0lSPkZXyEkis
Prob056_ece241_2013_q7,8,1043,954,843,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395934-DUNhkCwzzGtBL0mQZ0gI
Prob076_always_case,1,1064,967,763,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396023-T3kc7Cu0oQgHz4QpZb5l
Prob076_always_case,0,1064,2063,1859,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760395975-dYocwfPz9rshQKpRN9H1
Prob076_always_case,4,1064,869,664,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396148-pev3H26t0hZYRZ7Bhu1f
Prob076_always_case,6,1064,1034,822,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396224-UmhnmquvNyYCoacSbtGW
Prob076_always_case,5,1064,2306,2094,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396170-gQ1srr3CXwCedf2tfnGK
Prob076_always_case,7,1064,2508,2295,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396248-LsQrRYNZglGBQHo30dRE
Prob076_always_case,8,1064,1372,1159,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396311-Fl2DMlB3ARhoCS5nd618
Prob076_always_case,3,1064,3220,3009,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396076-vh3VV1iYiuTYQbkrCX5N
Prob076_always_case,2,1064,1431,1220,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396045-8J2FaztY2MNoWwu0hgYE
Prob076_always_case,9,1064,1413,1220,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396343-49ioAtAf0ScFvQISMwvp
Prob033_ece241_2014_q1c,0,1023,1775,1686,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396379-bHOBhi0pKAsCEzZzT3G7
Prob033_ece241_2014_q1c,5,1023,4106,4017,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396836-KMQgU312OyEpy2B4BUWs
