Category,Problem,Has_SV,Has_TB,Has_VVP,Has_XML,Compilation,Verification,Overall,Tests,Pass,Fail,Skip
aapp_competition_test,3046,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3047,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3048,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3050,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3051,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3052,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3053,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3054,True,True,True,True,pass,fail,verification_failed,7,0,7,0
aapp_competition_test,3055,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3056,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3057,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3058,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3059,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3062,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3063,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3064,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3066,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3067,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3069,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3070,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3071,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3072,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3073,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3074,True,True,True,True,pass,fail,verification_failed,2,1,1,0
aapp_competition_test,3076,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3078,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3079,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3081,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3082,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3083,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3084,True,True,True,True,pass,pass,pass,1,1,0,0
aapp_competition_test,3085,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3086,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3087,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3088,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3089,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3091,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3092,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3093,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3094,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3095,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3096,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3097,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3098,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3099,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3100,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3101,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3102,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3103,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3104,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3105,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3107,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3108,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3109,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3110,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3112,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3113,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3114,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3115,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3116,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3117,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3118,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3119,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3120,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3121,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3122,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3123,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3124,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3125,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3127,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3129,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3130,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3131,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3132,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3133,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3134,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3135,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3136,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3137,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3138,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3139,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3140,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3141,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3142,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3144,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3145,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3146,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3147,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3148,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3152,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3153,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3154,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3155,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3158,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3159,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3161,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3162,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3163,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3164,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3165,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3166,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3167,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3168,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3169,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3170,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3171,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3172,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3173,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3174,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3175,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3176,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3177,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3178,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3180,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3181,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3182,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3183,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3184,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3185,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3187,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3188,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3189,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3190,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3191,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3192,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3193,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3194,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3195,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3196,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3197,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3198,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3199,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3201,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3202,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3203,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3204,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3205,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3206,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3207,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3208,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3209,True,True,True,True,pass,fail,verification_failed,3,0,3,0
aapp_competition_test,3210,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3212,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3213,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3214,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3215,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3216,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3217,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3218,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3220,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3221,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3222,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3223,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3225,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3226,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3229,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3230,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3231,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3232,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3233,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3234,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3235,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3236,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3237,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3238,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3239,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3240,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3241,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3242,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3243,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3245,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3248,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3249,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3250,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3252,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3253,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3254,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3255,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3256,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3257,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3258,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3259,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3260,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3261,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3262,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3263,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3264,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3265,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3266,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3267,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3268,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3269,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3271,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3272,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3273,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3274,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3275,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3276,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3277,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3278,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3279,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3280,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3281,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3282,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3286,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3288,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3289,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3290,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3291,True,True,True,True,pass,pass,pass,0,0,0,0
aapp_competition_test,3292,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3293,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3294,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3295,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3296,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3297,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3298,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3299,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3300,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3301,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3302,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3303,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3304,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3305,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3306,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3307,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3309,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3310,True,True,True,True,pass,fail,verification_failed,2,0,2,0
aapp_competition_test,3311,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3312,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3313,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3314,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3315,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3316,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3318,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3319,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3320,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3321,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3322,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3323,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3324,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3325,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3326,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3327,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3328,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3329,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3330,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3331,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3332,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3335,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3336,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3338,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3339,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3342,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3343,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3344,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3345,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3346,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3347,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3348,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3349,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3352,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3353,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3354,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3355,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3356,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3357,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3358,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3359,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3360,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3361,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3362,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3363,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3364,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3366,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3369,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3370,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3372,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3373,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3374,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3375,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3376,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3377,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3378,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3380,True,True,True,True,pass,fail,verification_failed,3,1,2,0
aapp_competition_test,3382,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3383,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3384,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3385,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3386,True,True,True,True,pass,pass,pass,1,1,0,0
aapp_competition_test,3387,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3388,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3390,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3391,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3392,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3393,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3395,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3397,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3398,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3399,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3401,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3403,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3405,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3406,True,True,False,False,fail,fail,compilation_failed,0,0,0,0
aapp_competition_test,3407,True,True,True,False,pass,fail,verification_failed,0,0,0,0
aapp_competition_test,3409,True,True,True,True,pass,fail,verification_failed,1,0,1,0
aapp_competition_test,3410,True,True,True,True,pass,fail,verification_failed,1,0,1,0
