task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
3593,aapp_competition_test,0,721,13874,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3593\3593_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579140-e8vVNy1IyUBSFcUfWywI
3190,aapp_competition_test,0,461,2018,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3190\3190_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579546-nPD4FuQLwbiGsJwKhmJh
3124,aapp_competition_test,0,488,8790,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3124\3124_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579369-6papy8xcfGJiJfBohnJw
3595,aapp_competition_test,0,537,13364,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3595\3595_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579305-fyApnOJEJCHMR1Ft03nQ
3584,aapp_competition_test,0,649,6043,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3584\3584_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579562-4wBntITfxAmYkPR4ClLD
3121,aapp_competition_test,0,815,7563,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3121\3121_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579528-VDreAf3ajnvQFc0sfbvc
3187,aapp_competition_test,0,666,12614,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3187\3187_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579419-NTMcjB94eg5PHQDWHYIY
3126,aapp_competition_test,0,644,6244,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3126\3126_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579600-cCCSvf2t7lJAVcsoodBg
3269,aapp_competition_test,0,606,8128,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3269\3269_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579550-ZE62PFQVi3js88q9klQH
3265,aapp_competition_test,0,695,11449,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3265\3265_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579505-0pbyOBbOsiKMq28EujYG
3599,aapp_competition_test,0,561,9925,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3599\3599_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579521-txwdgNeQc9kcwVp91iDy
3191,aapp_competition_test,0,493,3522,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3191\3191_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579760-Ejx7p9HY359Ygih8sxr2
3275,aapp_competition_test,0,636,8385,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3275\3275_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579697-qxaPngjNSQauNoYT7BJG
3193,aapp_competition_test,0,544,10710,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3193\3193_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579613-KcY7NfCOqby3K4GZt8AA
3127,aapp_competition_test,0,616,11348,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3127\3127_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579724-i0Tz7wYc4TBnrDdlth6w
3602,aapp_competition_test,0,640,2621,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3602\3602_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579960-khxzR7hoyM2pWSqPZney
3197,aapp_competition_test,0,526,8962,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3197\3197_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579811-IXhpl2qq5dGMCBpK8yD2
3274,aapp_competition_test,0,588,11476,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3274\3274_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579766-fMivtp97vGtYowj4vAn3
3577,aapp_competition_test,0,562,11640,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3577\3577_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579774-qAdVq9A97ioVqK4T0jGk
3587,aapp_competition_test,0,613,14858,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3587\3587_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579719-2Za2KvYrTt6zyyBiS329
3104,aapp_competition_test,0,507,12898,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3104\3104_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579808-6lmNABH9P4Wuu2E4Q0Oz
3177,aapp_competition_test,0,518,8180,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3177\3177_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579920-2LowHhYsDnnsIBj2Oo62
3280,aapp_competition_test,0,574,7140,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3280\3280_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580056-fP0kxyWnR3uYmZenMY2C
3136,aapp_competition_test,0,746,2330,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3136\3136_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580200-ESQBegHm3FbdLHj9K33c
3135,aapp_competition_test,0,581,9059,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3135\3135_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762579980-Z10ZRBPS4pGP769uKH9J
3189,aapp_competition_test,0,605,8259,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3189\3189_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580028-ixyveyoysWV0RoJg2NMz
3604,aapp_competition_test,0,584,7767,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3604\3604_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580050-5C5iJyOHJUvBYtVytBhh
3285,aapp_competition_test,0,672,7475,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3285\3285_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580128-3ECEZwdKzkqg3F0K2t5F
3603,aapp_competition_test,0,726,7128,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3603\3603_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580167-J6AM9adUtnIMAG2lM4u3
3281,aapp_competition_test,0,1664,12399,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3281\3281_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580031-Tx6ss9DkeKWZMcEqVVPU
3134,aapp_competition_test,0,640,11599,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3134\3134_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580076-d0LxBpOtGo5F4dmPaOuo
3284,aapp_competition_test,0,629,6394,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3284\3284_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580277-AIorbspnUn4Or16yHAIg
3196,aapp_competition_test,0,589,9530,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3196\3196_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580274-couMhdDn5Laqk8WANPS8
3610,aapp_competition_test,0,613,9495,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3610\3610_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580282-RB0vENs3vRXnGVPHK4JX
3200,aapp_competition_test,0,592,16681,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3200\3200_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580088-z7d90Zb5XrS0yAQ4PXop
3144,aapp_competition_test,0,548,1684,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3144\3144_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580609-8VRVPHiU6ZwZv7xoEGtW
3205,aapp_competition_test,0,727,10452,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3205\3205_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580314-dtjq3aSpXwyPhr7pfAQJ
3287,aapp_competition_test,0,634,9446,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3287\3287_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580382-QbG1dZuMz1Tml3YE8h7h
3608,aapp_competition_test,0,609,11110,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3608\3608_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580393-thxVlf00bmYJaE4Ofkkk
3130,aapp_competition_test,0,704,12968,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3130\3130_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580306-M9CC6QzBRpXknpjHCBVm
3282,aapp_competition_test,0,684,9589,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3282\3282_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580497-O72UqR8wAx1B6hlbUJtN
3614,aapp_competition_test,0,665,8667,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3614\3614_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580570-WohCaswj4cciEdxk71eS
3288,aapp_competition_test,0,732,6303,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3288\3288_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580672-INYM5kDEkIEWP2LXO1kY
3209,aapp_competition_test,0,686,11133,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3209\3209_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580482-MkEh2XwUk8yLpYcB4R6L
3140,aapp_competition_test,0,701,13603,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3140\3140_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580433-IclLOcd3Y07IqInLiULA
3279,aapp_competition_test,0,599,5203,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3279\3279_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580772-zkFNndDKSuuXzFEM5Cer
3211,aapp_competition_test,0,551,8897,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3211\3211_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580642-fgKnFa6FpITstGBLMVtr
3131,aapp_competition_test,0,628,5376,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3131\3131_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580858-Ca6zISWekoZ1NnmX7LKu
3123,aapp_competition_test,0,684,10705,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3123\3123_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580710-NVskME4gQGzc2aIOR9My
3616,aapp_competition_test,0,575,10822,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3616\3616_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580677-reKFg2LPtI999wKhOGPB
3142,aapp_competition_test,0,667,3745,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3142\3142_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580944-KxjUHkK2AaAe8fcSnSis
3617,aapp_competition_test,0,645,7892,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3617\3617_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580847-d7zA6KiQXScNuLRXfxWw
3213,aapp_competition_test,0,703,12528,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3213\3213_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580750-qmr6NzA91boXwqz3Ug1l
3298,aapp_competition_test,0,439,2782,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3298\3298_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581114-R4tNgGRbmd88HeVvqGI9
3143,aapp_competition_test,0,598,4744,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3143\3143_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581094-4WjGhxuev5incBXwW6VE
3214,aapp_competition_test,0,570,10559,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3214\3214_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580875-O18X7tfiIhdoK6GgMipJ
3292,aapp_competition_test,0,550,12036,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3292\3292_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580876-STn6R0umUrCFbDeqqkZE
3295,aapp_competition_test,0,603,7604,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3295\3295_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581050-No25uCuQ7rgx97hAYTdp
3606,aapp_competition_test,0,692,13160,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3606\3606_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580877-w5BGeQvlfxcV6FsCOe2b
3626,aapp_competition_test,0,715,6711,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3626\3626_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581092-uIieVN2y9nrR4s3uBfWz
3299,aapp_competition_test,0,435,3942,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3299\3299_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581269-00mbm8UAzwShfCFlzSRN
3212,aapp_competition_test,0,667,13088,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3212\3212_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762580945-YHIOrDuHw8dRKWGA6TM2
3146,aapp_competition_test,0,752,3056,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3146\3146_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581307-iwE4535ym0JqfCGmnrAY
3222,aapp_competition_test,0,580,9287,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3222\3222_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581101-ghb4Yky6faYWfyVH0fa0
3615,aapp_competition_test,0,645,2686,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3615\3615_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581393-UD7LwPEle7Re8oXUJW5n
3628,aapp_competition_test,0,627,9698,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3628\3628_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581156-8mYX0pD5LtO4Xz2BvZWu
3150,aapp_competition_test,0,636,10040,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3150\3150_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581219-Fgr4mE1I4XzoVPxBz5hz
3221,aapp_competition_test,0,728,9686,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3221\3221_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581233-9hj7LbejUnNEvgtGgpfq
3629,aapp_competition_test,0,683,2598,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3629\3629_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581477-QYtLR20nYmGA4Dsu90JM
3302,aapp_competition_test,0,580,8241,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3302\3302_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581323-ZAb21mU4cnCHi2iPMyIj
3627,aapp_competition_test,0,631,10112,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3627\3627_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581297-Try4NjUZaGGM1TGU7Ksc
3217,aapp_competition_test,0,663,8363,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3217\3217_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581318-Z4bsByTffoSkoAMbr2FE
3154,aapp_competition_test,0,705,6346,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3154\3154_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581582-nZixFNLLEpA973RDyOl9
3152,aapp_competition_test,0,683,10716,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3152\3152_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581447-WMWbMxzKj0woy29uhjnk
3216,aapp_competition_test,0,662,12931,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3216\3216_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581401-bdeZjRks1sPFQA40Cc7N
3225,aapp_competition_test,0,594,6474,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3225\3225_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581647-9p9UNgJ4S16N04hknEuW
3619,aapp_competition_test,0,664,9881,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3619\3619_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581562-CNI52JeEVDHQxOyHRhDy
3226,aapp_competition_test,0,525,10027,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3226\3226_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762581534-TizkLqegGaxTWgSpHVgP
